"Date","Price","Open","High","Low","Change %"
"Sep 15, 2016","9.7107","9.7631","9.7942","9.6856","-0.49%"
"Sep 16, 2016","9.7494","9.7084","9.7766","9.6873","0.40%"
"Sep 18, 2016","9.7628","9.7616","9.7628","9.7547","0.14%"
"Sep 19, 2016","9.6980","9.7591","9.7651","9.6557","-0.66%"
"Sep 20, 2016","9.7077","9.6969","9.7630","9.6827","0.10%"
"Sep 21, 2016","9.5622","9.7113","9.7153","9.5539","-1.50%"
"Sep 22, 2016","9.5566","9.5691","9.6097","9.5250","-0.06%"
"Sep 23, 2016","9.5873","9.5578","9.6126","9.5023","0.32%"
"Sep 25, 2016","9.6224","9.6102","9.6224","9.6100","0.37%"
"Sep 26, 2016","9.5836","9.6200","9.6366","9.5400","-0.40%"
"Sep 27, 2016","9.5732","9.5873","9.6096","9.5383","-0.11%"
"Sep 28, 2016","9.4520","9.5738","9.6014","9.4318","-1.27%"
"Sep 29, 2016","9.4559","9.4386","9.5326","9.4322","0.04%"
"Sep 30, 2016","9.4152","9.4595","9.5210","9.3917","-0.43%"
"Oct 02, 2016","9.4746","9.4189","9.4746","9.4180","0.63%"
"Oct 03, 2016","9.3356","9.4671","9.4694","9.3006","-1.47%"
"Oct 04, 2016","9.3906","9.3309","9.4327","9.3002","0.59%"
"Oct 05, 2016","9.3610","9.3949","9.4153","9.3224","-0.32%"
"Oct 06, 2016","9.3063","9.3525","9.3619","9.2598","-0.58%"
"Oct 07, 2016","9.3215","9.3016","9.3713","9.2805","0.16%"
"Oct 09, 2016","9.3042","9.3218","9.3218","9.3042","-0.19%"
"Oct 10, 2016","9.2445","9.3138","9.3244","9.2238","-0.64%"
"Oct 11, 2016","9.3264","9.2394","9.3452","9.2204","0.89%"
"Oct 12, 2016","9.3729","9.3209","9.3935","9.2990","0.50%"
"Oct 13, 2016","9.3669","9.3757","9.4361","9.3478","-0.06%"
"Oct 14, 2016","9.3628","9.3666","9.3838","9.3401","-0.04%"
"Oct 16, 2016","9.3534","9.3580","9.3595","9.3534","-0.10%"
"Oct 17, 2016","9.3559","9.3540","9.3807","9.3154","0.03%"
"Oct 18, 2016","9.3130","9.3738","9.3874","9.3130","-0.46%"
"Oct 19, 2016","9.2478","9.3154","9.3296","9.2291","-0.70%"
"Oct 20, 2016","9.2568","9.2474","9.2798","9.2357","0.10%"
"Oct 21, 2016","9.2176","9.2656","9.2671","9.1986","-0.42%"
"Oct 23, 2016","9.2163","9.2241","9.2273","9.2163","-0.01%"
"Oct 24, 2016","9.1851","9.2197","9.2278","9.1670","-0.34%"
"Oct 25, 2016","9.1866","9.1789","9.1866","9.1258","0.02%"
"Oct 26, 2016","9.2767","9.1814","9.3053","9.1755","0.98%"
"Oct 27, 2016","9.2367","9.2897","9.3255","9.2335","-0.43%"
"Oct 28, 2016","9.3035","9.2434","9.3112","9.2413","0.72%"
"Oct 30, 2016","9.2869","9.2991","9.2991","9.2679","-0.18%"
"Oct 31, 2016","9.3673","9.2869","9.3673","9.2866","0.87%"
"Nov 01, 2016","9.3433","9.3544","9.3636","9.2940","-0.26%"
"Nov 02, 2016","9.4084","9.3562","9.4466","9.3555","0.70%"
"Nov 03, 2016","9.3979","9.3990","9.4368","9.3876","-0.11%"
"Nov 04, 2016","9.4156","9.3958","9.4156","9.3957","0.19%"
"Nov 06, 2016","9.4025","9.4139","9.4139","9.4025","-0.14%"
"Nov 07, 2016","9.3783","9.4103","9.4607","9.3783","-0.26%"
"Nov 08, 2016","9.3911","9.3929","9.4135","9.3720","0.14%"
"Nov 09, 2016","9.4342","9.3960","9.4588","9.3297","0.46%"
"Nov 10, 2016","9.6387","9.4215","9.6387","9.3207","2.17%"
"Nov 11, 2016","9.6502","9.6274","9.7327","9.5496","0.12%"
"Nov 13, 2016","9.6619","9.6489","9.6619","9.6489","0.12%"
"Nov 14, 2016","9.6458","9.6618","9.7403","9.6269","-0.17%"
"Nov 15, 2016","9.3507","9.6433","9.6527","9.3507","-3.06%"
"Nov 16, 2016","9.5244","9.3563","9.5504","9.3182","1.86%"
"Nov 17, 2016","9.4196","9.5411","9.5518","9.3576","-1.10%"
"Nov 18, 2016","9.3928","9.4252","9.4800","9.3743","-0.29%"
"Nov 20, 2016","9.3839","9.3923","9.3949","9.3839","-0.09%"
"Nov 21, 2016","9.2671","9.3851","9.4112","9.2632","-1.24%"
"Nov 22, 2016","9.2494","9.2771","9.3142","9.2207","-0.19%"
"Nov 23, 2016","9.3094","9.2544","9.3883","9.2489","0.65%"
"Nov 24, 2016","9.3124","9.3157","9.3626","9.2925","0.03%"
"Nov 25, 2016","9.3913","9.3189","9.3913","9.3015","0.85%"
"Nov 27, 2016","9.3819","9.3808","9.3819","9.3808","-0.10%"
"Nov 28, 2016","9.3851","9.3817","9.4407","9.3459","0.03%"
"Nov 29, 2016","9.4482","9.3869","9.4938","9.3803","0.67%"
"Nov 30, 2016","9.3042","9.4368","9.4967","9.2855","-1.52%"
"Dec 01, 2016","9.2745","9.3070","9.3192","9.2149","-0.32%"
"Dec 02, 2016","9.2777","9.2900","9.3439","9.2588","0.03%"
"Dec 04, 2016","9.2764","9.2764","9.2764","9.2764","-0.01%"
"Dec 05, 2016","9.2716","9.2764","9.3010","9.2315","-0.05%"
"Dec 06, 2016","9.2818","9.2745","9.3017","8.5298","0.11%"
"Dec 07, 2016","9.1801","9.2820","9.2867","9.1801","-1.10%"
"Dec 08, 2016","9.1962","9.1862","9.2334","9.1862","0.18%"
"Dec 09, 2016","9.0519","9.1970","9.1970","9.0074","-1.57%"
"Dec 11, 2016","9.0469","9.0469","9.0469","9.0469","-0.06%"
"Dec 12, 2016","8.8327","9.0469","9.0469","8.7958","-2.37%"
"Dec 13, 2016","8.7643","8.8381","8.8816","8.7643","-0.77%"
"Dec 14, 2016","8.9910","8.7809","8.9910","8.7755","2.59%"
"Dec 15, 2016","8.8928","8.9910","8.9910","8.8523","-1.09%"
"Dec 16, 2016","8.9218","8.8894","8.9793","8.8342","0.33%"
"Dec 18, 2016","8.9225","8.9225","8.9225","8.9225","0.01%"
"Dec 19, 2016","8.8990","8.9225","8.9228","8.8617","-0.26%"
"Dec 20, 2016","8.8432","8.9058","8.9196","8.8242","-0.63%"
"Dec 21, 2016","8.8039","8.8410","8.8438","8.7694","-0.44%"
"Dec 22, 2016","8.7726","8.8082","8.8084","8.7343","-0.36%"
"Dec 23, 2016","8.7898","8.7682","8.8344","8.7468","0.20%"
"Dec 25, 2016","8.7898","8.7898","8.7899","8.7898","-0.00%"
"Dec 26, 2016","8.7875","8.7898","8.7924","8.7512","-0.03%"
"Dec 27, 2016","8.7348","8.7792","8.7792","8.7163","-0.60%"
"Dec 28, 2016","8.6596","8.7265","8.7325","8.6389","-0.86%"
"Dec 29, 2016","8.6989","8.6692","8.7404","8.6449","0.45%"
"Dec 30, 2016","8.8145","8.6860","8.8755","8.6856","1.33%"
"Jan 01, 2017","8.8229","8.8229","8.8229","8.8229","0.10%"
"Jan 02, 2017","8.8220","8.8229","8.8230","8.8220","-0.01%"
"Jan 03, 2017","8.7517","8.8226","8.8232","8.6741","-0.80%"
"Jan 04, 2017","8.7075","8.7509","8.8085","8.6892","-0.51%"
"Jan 05, 2017","8.6381","8.7187","8.7901","8.5968","-0.80%"
"Jan 06, 2017","8.6164","8.6295","8.6322","8.5448","-0.25%"
"Jan 08, 2017","8.6152","8.6152","8.6152","8.6152","-0.01%"
"Jan 09, 2017","8.6473","8.6152","8.6754","8.6052","0.37%"
"Jan 10, 2017","8.6910","8.6598","8.7085","8.6371","0.50%"
"Jan 11, 2017","8.6159","8.6914","8.7455","8.5772","-0.86%"
"Jan 12, 2017","8.6106","8.6096","8.6390","8.5218","-0.06%"
"Jan 13, 2017","8.6496","8.6064","8.6683","8.5950","0.45%"
"Jan 15, 2017","8.6505","8.6505","8.6505","8.6505","0.01%"
"Jan 16, 2017","8.6671","8.6505","8.6854","8.6240","0.19%"
"Jan 17, 2017","8.6610","8.6739","8.6998","8.6035","-0.07%"
"Jan 18, 2017","8.7082","8.6661","8.7082","8.6258","0.54%"
