<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,04/07/16,00:00:00,937.7700000,945.9100000,935.6200000,940.8500000,335079401
RTSI,D,05/07/16,00:00:00,938.2400000,938.2400000,922.7500000,925.2300000,336945790
RTSI,D,06/07/16,00:00:00,926.6600000,927.1200000,911.0400000,917.7100000,417126201
RTSI,D,07/07/16,00:00:00,925.9400000,937.2400000,922.0300000,923.8500000,496520709
RTSI,D,08/07/16,00:00:00,914.1400000,935.5800000,912.4400000,934.3500000,560009732
RTSI,D,11/07/16,00:00:00,931.3000000,942.4000000,925.2200000,941.3500000,446421827
RTSI,D,12/07/16,00:00:00,939.1500000,957.1100000,938.2100000,955.4100000,519011183
RTSI,D,13/07/16,00:00:00,955.2100000,962.1200000,949.3000000,952.3700000,601099528
RTSI,D,14/07/16,00:00:00,955.7900000,975.2100000,951.8700000,972.4400000,540961328
RTSI,D,15/07/16,00:00:00,968.5600000,969.4700000,959.3800000,963.7000000,577675087
RTSI,D,18/07/16,00:00:00,960.5800000,974.1300000,958.0100000,969.3500000,485478708
RTSI,D,19/07/16,00:00:00,962.7200000,967.2000000,945.0700000,952.8000000,519826748
RTSI,D,20/07/16,00:00:00,949.6800000,954.4000000,938.4200000,946.7300000,440525999
RTSI,D,21/07/16,00:00:00,948.3700000,953.3200000,943.9900000,947.0700000,319270592
RTSI,D,22/07/16,00:00:00,941.3400000,945.3500000,935.9800000,935.9800000,275093233
RTSI,D,25/07/16,00:00:00,937.2300000,944.2900000,927.6400000,930.7100000,419313446
RTSI,D,26/07/16,00:00:00,930.6200000,931.3200000,911.6400000,924.7400000,464991785
RTSI,D,27/07/16,00:00:00,925.9200000,930.0800000,916.5600000,921.6700000,425435282
RTSI,D,28/07/16,00:00:00,925.9300000,929.1700000,918.3300000,923.3900000,404783705
RTSI,D,29/07/16,00:00:00,923.6400000,928.7400000,910.7400000,927.5700000,470786650
RTSI,D,01/08/16,00:00:00,930.3800000,938.6400000,918.9700000,922.5300000,373239378
RTSI,D,02/08/16,00:00:00,916.4800000,917.3900000,901.9400000,903.0400000,430242431
RTSI,D,03/08/16,00:00:00,904.0000000,912.2900000,898.0500000,910.5400000,355013839
