history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
SNDX;IMOEX;2019-12-04;Индекс МосБиржи;Индекс МосБиржи;2900,66;2887,39;2909,11;2875,5;46424481795,2;0;0;2;11393204536200;RUB;3927791500,120000
SNDX;IMOEX;2019-12-03;Индекс МосБиржи;Индекс МосБиржи;2883,48;2917,46;2922,81;2882,65;56001063840,4;0;0;2;11325703891100;RUB;3927791500,120000
SNDX;IMOEX;2019-12-02;Индекс МосБиржи;Индекс МосБиржи;2921,18;2937,69;2958,84;2920,33;56256810739,7;0;0;2;11473775788300;RUB;3927791500,120000
SNDX;IMOEX;2019-11-29;Индекс МосБиржи;Индекс МосБиржи;2935,37;2925,76;2936,24;2911,56;44118054573,2;0;0;2;11529510013100;RUB;3927791500,120000
SNDX;IMOEX;2019-11-28;Индекс МосБиржи;Индекс МосБиржи;2927,57;2926,3;2931,48;2911,8;32904617964,9;0;0;2;11498868045000;RUB;3927791500,120000
SNDX;IMOEX;2019-11-27;Индекс МосБиржи;Индекс МосБиржи;2929,05;2932,25;2945,6;2922,48;41768925555,2;0;0;2;11504680001600;RUB;3927791500,120000
SNDX;IMOEX;2019-11-26;Индекс МосБиржи;Индекс МосБиржи;2930,62;2954,84;2963,92;2922,89;87286376988,4;0;0;2;11510880234900;RUB;3927791500,120000
SNDX;IMOEX;2019-11-25;Индекс МосБиржи;Индекс МосБиржи;2955,32;2953,11;2959,76;2945,33;39224030391,1;0;0;2;11607882981200;RUB;3927791500,120000
SNDX;IMOEX;2019-11-22;Индекс МосБиржи;Индекс МосБиржи;2947,68;2939,36;2968,47;2935,21;55892162748,9;0;0;2;11577878029700;RUB;3927791500,120000
SNDX;IMOEX;2019-11-21;Индекс МосБиржи;Индекс МосБиржи;2942,6;2940,78;2947,57;2930,68;85052547946,1;0;0;2;11557910958700;RUB;3927791500,120000
SNDX;IMOEX;2019-11-20;Индекс МосБиржи;Индекс МосБиржи;2936,47;2935,64;2948,89;2914,95;80771811290;0;0;2;11533851040600;RUB;3927791500,120000
SNDX;IMOEX;2019-11-19;Индекс МосБиржи;Индекс МосБиржи;2941,69;2928,1;2942,49;2923,1;52625366957,7;0;0;2;11554330817300;RUB;3927791500,120000
SNDX;IMOEX;2019-11-18;Индекс МосБиржи;Индекс МосБиржи;2924,48;2947,39;2956,59;2914,25;57563015706,7;0;0;2;11486757109500;RUB;3927791500,120000
SNDX;IMOEX;2019-11-15;Индекс МосБиржи;Индекс МосБиржи;2934,82;2925,31;2938,15;2914,05;56573349968,4;0;0;2;11527347923300;RUB;3927791500,120000
SNDX;IMOEX;2019-11-14;Индекс МосБиржи;Индекс МосБиржи;2922,45;2938,6;2948,98;2902,91;73661854886,7;0;0;2;11478775952500;RUB;3927791500,120000
SNDX;IMOEX;2019-11-13;Индекс МосБиржи;Индекс МосБиржи;2933,89;2942,4;2942,4;2924,23;57048154024,8;0;0;2;11523696189000;RUB;3927791500,120000
SNDX;IMOEX;2019-11-12;Индекс МосБиржи;Индекс МосБиржи;2951,16;2963,7;2983,48;2944;62686619719,1;0;0;2;11591549848600;RUB;3927791500,120000
SNDX;IMOEX;2019-11-11;Индекс МосБиржи;Индекс МосБиржи;2961,46;2965,84;2972,39;2953,23;52265140823,7;0;0;2;11632001826200;RUB;3927791500,120000
SNDX;IMOEX;2019-11-08;Индекс МосБиржи;Индекс МосБиржи;2973,19;2997,85;2997,85;2958,55;51139297569,9;0;0;2;11678069266000;RUB;3927791500,120000
SNDX;IMOEX;2019-11-07;Индекс МосБиржи;Индекс МосБиржи;3008,54;2977,67;3009,11;2966,2;66187325116,4;0;0;2;11816900080100;RUB;3927791500,120000
SNDX;IMOEX;2019-11-06;Индекс МосБиржи;Индекс МосБиржи;2980,84;2949,7;2980,84;2935,15;55687574350,5;0;0;2;11708131126300;RUB;3927791500,120000
SNDX;IMOEX;2019-11-05;Индекс МосБиржи;Индекс МосБиржи;2949,55;2950,78;2965,48;2936,48;58231346074,7;0;0;2;11585231932700;RUB;3927791500,120000
SNDX;IMOEX;2019-11-01;Индекс МосБиржи;Индекс МосБиржи;2930,4;2895,47;2930,4;2886,59;55876937524,1;0;0;2;11509992039800;RUB;3927791500,120000
SNDX;IMOEX;2019-10-31;Индекс МосБиржи;Индекс МосБиржи;2893,98;2917,22;2936,26;2884,3;74972930699,3;0;0;2;11366934063800;RUB;3927791500,120000
SNDX;IMOEX;2019-10-30;Индекс МосБиржи;Индекс МосБиржи;2911,15;2882,07;2913,48;2874,17;73012112380,1;0;0;2;11434370589600;RUB;3927791500,120000
SNDX;IMOEX;2019-10-29;Индекс МосБиржи;Индекс МосБиржи;2886,48;2858,42;2886,48;2845,28;69916634558,8;0;0;2;11337506356400;RUB;3927791500,120000
SNDX;IMOEX;2019-10-28;Индекс МосБиржи;Индекс МосБиржи;2856,91;2879,37;2899,65;2850,32;72388336294,6;0;0;2;11221349896500;RUB;3927791500,120000
SNDX;IMOEX;2019-10-25;Индекс МосБиржи;Индекс МосБиржи;2873,41;2876,1;2879,42;2848,4;76453278579,3;0;0;2;11286140022000;RUB;3927791500,120000
SNDX;IMOEX;2019-10-24;Индекс МосБиржи;Индекс МосБиржи;2877,05;2822,37;2877,05;2822,1;75485794925,1;0;0;2;11300471717900;RUB;3927791500,120000
SNDX;IMOEX;2019-10-23;Индекс МосБиржи;Индекс МосБиржи;2821,58;2797,44;2821,89;2789,75;61075225027,1;0;0;2;11082562531100;RUB;3927791500,120000
SNDX;IMOEX;2019-10-22;Индекс МосБиржи;Индекс МосБиржи;2802,23;2766,21;2802,23;2762,49;55307841354,6;0;0;2;11006567421800;RUB;3927791500,120000
SNDX;IMOEX;2019-10-21;Индекс МосБиржи;Индекс МосБиржи;2761,15;2759,79;2767,76;2751,95;43161679601,3;0;0;2;10845220309700;RUB;3927791500,120000
SNDX;IMOEX;2019-10-18;Индекс МосБиржи;Индекс МосБиржи;2752,91;2747,8;2758,73;2742,24;37356608769,1;0;0;2;10812857071800;RUB;3927791500,120000
SNDX;IMOEX;2019-10-17;Индекс МосБиржи;Индекс МосБиржи;2748,64;2744,43;2754,7;2738,92;44967643665,8;0;0;2;10796098040600;RUB;3927791500,120000
SNDX;IMOEX;2019-10-16;Индекс МосБиржи;Индекс МосБиржи;2744,35;2714,81;2745;2714,81;56833890000;0;0;2;10779215262400;RUB;3927791500,120000
SNDX;IMOEX;2019-10-15;Индекс МосБиржи;Индекс МосБиржи;2715,26;2696,6;2715,26;2691,29;42315247370,3;0;0;2;10664983797300;RUB;3927791500,120000
SNDX;IMOEX;2019-10-14;Индекс МосБиржи;Индекс МосБиржи;2697,46;2710,56;2716,15;2692,59;36494400352,8;0;0;2;10595048695500;RUB;3927791500,120000
SNDX;IMOEX;2019-10-11;Индекс МосБиржи;Индекс МосБиржи;2708,07;2723,36;2733,78;2703,85;48699135960,8;0;0;2;10636734209900;RUB;3927791500,120000
SNDX;IMOEX;2019-10-10;Индекс МосБиржи;Индекс МосБиржи;2721,51;2709,39;2725,49;2695,82;31666614030;0;0;2;10689509032500;RUB;3927791500,120000
SNDX;IMOEX;2019-10-09;Индекс МосБиржи;Индекс МосБиржи;2713,02;2704,71;2724,83;2702,56;35757950333,9;0;0;2;10656178242100;RUB;3927791500,120000
SNDX;IMOEX;2019-10-08;Индекс МосБиржи;Индекс МосБиржи;2707,89;2720,17;2724,62;2700,46;32965289155,1;0;0;2;10636026715700;RUB;3927791500,120000
SNDX;IMOEX;2019-10-07;Индекс МосБиржи;Индекс МосБиржи;2719,22;2695,54;2721,16;2686,15;33400560149,2;0;0;2;10680519637300;RUB;3927791500,120000
SNDX;IMOEX;2019-10-04;Индекс МосБиржи;Индекс МосБиржи;2692,55;2707,9;2717,7;2687;33691774672,8;0;0;2;10575761950100;RUB;3927791500,120000
SNDX;IMOEX;2019-10-03;Индекс МосБиржи;Индекс МосБиржи;2707,47;2719,65;2722,74;2696,58;43344823776,6;0;0;2;10634365387900;RUB;3927791500,120000
SNDX;IMOEX;2019-10-02;Индекс МосБиржи;Индекс МосБиржи;2719,39;2756,86;2758,5;2716,73;43551257886,9;0;0;2;10681209017600;RUB;3927791500,120000
SNDX;IMOEX;2019-10-01;Индекс МосБиржи;Индекс МосБиржи;2758,83;2749,83;2781,33;2748,51;38375450605,3;0;0;2;10836124381600;RUB;3927791500,120000
SNDX;IMOEX;2019-09-30;Индекс МосБиржи;Индекс МосБиржи;2747,18;2759,94;2764,31;2744,47;34819037706,1;0;0;2;10790369072000;RUB;3927791500,120000
SNDX;IMOEX;2019-09-27;Индекс МосБиржи;Индекс МосБиржи;2757,98;2772,58;2777,19;2757,98;23497415581,7;0;0;2;10832782680900;RUB;3927791500,120000
SNDX;IMOEX;2019-09-26;Индекс МосБиржи;Индекс МосБиржи;2772,7;2755,6;2779,78;2754,84;37187282318;0;0;2;10890606523500;RUB;3927791500,120000
SNDX;IMOEX;2019-09-25;Индекс МосБиржи;Индекс МосБиржи;2760,29;2749,13;2760,29;2739,11;39059148416,3;0;0;2;10841845821600;RUB;3927791500,120000
SNDX;IMOEX;2019-09-24;Индекс МосБиржи;Индекс МосБиржи;2754,53;2785,57;2789,61;2749,86;40017599718,1;0;0;2;10819217929200;RUB;3927791500,120000
SNDX;IMOEX;2019-09-23;Индекс МосБиржи;Индекс МосБиржи;2785,46;2793,03;2793,03;2769,6;33696918510;0;0;2;10940689228700;RUB;3927791500,120000
SNDX;IMOEX;2019-09-20;Индекс МосБиржи;Индекс МосБиржи;2796,41;2794,82;2796,41;2777,83;50615777793,9;0;0;2;10983731409800;RUB;3927791500,120000
SNDX;IMOEX;2019-09-19;Индекс МосБиржи;Индекс МосБиржи;2794,77;2815,49;2816,57;2794,17;49313606752,6;0;0;2;10365180494400;RUB;3708780020,320000
SNDX;IMOEX;2019-09-18;Индекс МосБиржи;Индекс МосБиржи;2818,6;2818,93;2824,25;2809,67;37671896359,4;0;0;2;10453562135600;RUB;3708780020,320000
SNDX;IMOEX;2019-09-17;Индекс МосБиржи;Индекс МосБиржи;2820,86;2832,42;2847,01;2807,33;62146876444,6;0;0;2;10461945449400;RUB;3708780020,320000
SNDX;IMOEX;2019-09-16;Индекс МосБиржи;Индекс МосБиржи;2834,32;2810,78;2834,32;2803,89;65049241158,3;0;0;2;10511863775400;RUB;3708780020,320000
SNDX;IMOEX;2019-09-13;Индекс МосБиржи;Индекс МосБиржи;2791,74;2795,85;2801,28;2777,23;41055464668,6;0;0;2;10353951632900;RUB;3708780020,320000
SNDX;IMOEX;2019-09-12;Индекс МосБиржи;Индекс МосБиржи;2799,99;2816,06;2816,06;2789,14;56544628523,6;0;0;2;10384563835000;RUB;3708780020,320000
SNDX;IMOEX;2019-09-11;Индекс МосБиржи;Индекс МосБиржи;2817,05;2788,19;2819,75;2782,95;48054463894,8;0;0;2;10447825497900;RUB;3708780020,320000
SNDX;IMOEX;2019-09-10;Индекс МосБиржи;Индекс МосБиржи;2787,52;2784,8;2791,02;2767,29;46262429643,8;0;0;2;10338310724800;RUB;3708780020,320000
SNDX;IMOEX;2019-09-09;Индекс МосБиржи;Индекс МосБиржи;2786,63;2802,49;2810,91;2777,63;30105613161,7;0;0;2;10334985489200;RUB;3708780020,320000
SNDX;IMOEX;2019-09-06;Индекс МосБиржи;Индекс МосБиржи;2797,55;2805,95;2805,95;2780,76;42284905044,8;0;0;2;10375510845500;RUB;3708780020,320000
SNDX;IMOEX;2019-09-05;Индекс МосБиржи;Индекс МосБиржи;2807,06;2800,97;2815,84;2796,19;61951409293,3;0;0;2;10410769539000;RUB;3708780020,320000
SNDX;IMOEX;2019-09-04;Индекс МосБиржи;Индекс МосБиржи;2793,36;2787,37;2799,84;2784,96;67735228288,7;0;0;2;10359968847600;RUB;3708780020,320000
SNDX;IMOEX;2019-09-03;Индекс МосБиржи;Индекс МосБиржи;2774,2;2770,86;2781,06;2757,85;69206978352,1;0;0;2;10288896412700;RUB;3708780020,320000
SNDX;IMOEX;2019-09-02;Индекс МосБиржи;Индекс МосБиржи;2773,01;2742,3;2774,77;2735,11;44975843551,4;0;0;2;10284480227200;RUB;3708780020,320000
SNDX;IMOEX;2019-08-30;Индекс МосБиржи;Индекс МосБиржи;2740,04;2716,69;2740,04;2715,3;54743444559,5;0;0;2;10162221636400;RUB;3708780020,320000
SNDX;IMOEX;2019-08-29;Индекс МосБиржи;Индекс МосБиржи;2714,25;2679,8;2714,37;2679,11;47041546243,2;0;0;2;10066543089500;RUB;3708780020,320000
SNDX;IMOEX;2019-08-28;Индекс МосБиржи;Индекс МосБиржи;2677,31;2658,17;2677,99;2649,54;43582864484,4;0;0;2;9929557579250;RUB;3708780020,320000
SNDX;IMOEX;2019-08-27;Индекс МосБиржи;Индекс МосБиржи;2659,35;2660,76;2663,14;2636,99;68464614909,9;0;0;2;9862950355170;RUB;3708780020,320000
SNDX;IMOEX;2019-08-26;Индекс МосБиржи;Индекс МосБиржи;2658,24;2651,09;2672,19;2640,05;25136294862,1;0;0;2;9858829004110;RUB;3708780020,320000
SNDX;IMOEX;2019-08-23;Индекс МосБиржи;Индекс МосБиржи;2660,74;2679,23;2682,95;2656,97;39340472307,4;0;0;2;9868093848320;RUB;3708780020,320000
SNDX;IMOEX;2019-08-22;Индекс МосБиржи;Индекс МосБиржи;2675,13;2673,77;2680,65;2662,31;37929633437,4;0;0;2;9921456948520;RUB;3708780020,320000
SNDX;IMOEX;2019-08-21;Индекс МосБиржи;Индекс МосБиржи;2673,95;2677,55;2679,46;2665,1;35687208431,7;0;0;2;9917082562400;RUB;3708780020,320000
SNDX;IMOEX;2019-08-20;Индекс МосБиржи;Индекс МосБиржи;2672,84;2651,1;2675,26;2647,4;41833885321,8;0;0;2;9912964492200;RUB;3708780020,320000
SNDX;IMOEX;2019-08-19;Индекс МосБиржи;Индекс МосБиржи;2648,09;2627,47;2653,31;2619,39;41508646386;0;0;2;9821171007790;RUB;3708780020,320000
SNDX;IMOEX;2019-08-16;Индекс МосБиржи;Индекс МосБиржи;2615,2;2636,29;2640,92;2615,2;37360791236,3;0;0;2;9699205005200;RUB;3708780020,320000
SNDX;IMOEX;2019-08-15;Индекс МосБиржи;Индекс МосБиржи;2625,58;2643,53;2651,23;2620,2;48643214688,2;0;0;2;9737713317910;RUB;3708780020,320000
SNDX;IMOEX;2019-08-14;Индекс МосБиржи;Индекс МосБиржи;2637,04;2684,63;2687,93;2630,82;46870223317,2;0;0;2;9780190394690;RUB;3708780020,320000
SNDX;IMOEX;2019-08-13;Индекс МосБиржи;Индекс МосБиржи;2680,12;2688,92;2697,53;2665,35;45413014687,3;0;0;2;9939972351580;RUB;3708780020,320000
SNDX;IMOEX;2019-08-12;Индекс МосБиржи;Индекс МосБиржи;2689,93;2687,12;2698,39;2682,05;28453904405;0;0;2;9976342681330;RUB;3708780020,320000


