"Date","Price","Open","High","Low","Change %"
"Jan 01, 2016","73.0000","72.8800","73.0000","72.8800","0.00%"
"Jan 04, 2016","73.1655","73.5963","73.5963","72.6455","0.23%"
"Jan 05, 2016","73.3260","73.1655","73.5432","72.7952","0.22%"
"Jan 06, 2016","74.7623","73.3260","75.0218","73.3130","1.96%"
"Jan 07, 2016","75.1000","74.6000","76.1700","74.0720","0.45%"
"Jan 08, 2016","74.8050","74.8100","75.3100","73.5100","-0.39%"
"Jan 11, 2016","76.2000","74.7623","76.4054","74.7623","1.86%"
"Jan 12, 2016","77.0394","76.2000","77.2297","75.9207","1.10%"
"Jan 13, 2016","76.6724","77.0394","77.0394","75.7597","-0.48%"
"Jan 14, 2016","76.0647","76.6724","77.0304","76.0640","-0.79%"
"Jan 15, 2016","77.6411","76.0647","77.9347","76.0647","2.07%"
"Jan 18, 2016","79.2942","77.6411","79.3984","77.6411","2.13%"
"Jan 19, 2016","78.5908","79.2942","79.2942","78.1013","-0.89%"
"Jan 20, 2016","81.3906","78.5908","82.4411","78.5908","3.56%"
"Jan 21, 2016","82.6813","81.3906","85.7520","81.3906","1.59%"
"Jan 22, 2016","78.0450","82.6813","82.6813","77.9909","-5.61%"
"Jan 25, 2016","80.0649","78.0450","80.1057","76.7135","2.59%"
"Jan 26, 2016","78.3342","80.0649","82.2142","77.7454","-2.16%"
"Jan 27, 2016","77.6556","78.3342","79.4477","76.9540","-0.87%"
"Jan 28, 2016","76.3787","77.6556","77.8664","75.5062","-1.64%"
"Jan 29, 2016","75.4644","76.3787","76.3787","74.6083","-1.20%"
"Feb 01, 2016","77.3094","75.4644","77.4449","75.4273","2.44%"
"Feb 02, 2016","79.7542","77.3094","79.7549","77.3094","3.16%"
"Feb 03, 2016","76.8869","79.7542","79.8280","76.7034","-3.60%"
"Feb 04, 2016","76.9080","76.8869","77.2215","75.6070","0.03%"
"Feb 05, 2016","77.4872","76.9080","77.6979","76.4612","0.75%"
"Feb 08, 2016","78.5509","77.4872","79.0665","76.4422","1.37%"
"Feb 09, 2016","79.7087","78.5509","79.9399","78.1013","1.47%"
"Feb 10, 2016","78.6429","79.7087","79.7087","77.7550","-1.34%"
"Feb 11, 2016","79.5917","78.6429","80.6000","78.6429","1.21%"
"Feb 12, 2016","78.3558","79.5917","79.7666","78.1602","-1.55%"
"Feb 15, 2016","76.9807","78.3558","78.3558","76.9176","-1.75%"
"Feb 16, 2016","77.8876","76.9807","78.1027","75.9297","1.18%"
"Feb 17, 2016","75.0400","77.8876","78.2768","74.6985","-3.66%"
"Feb 18, 2016","76.4278","75.0400","76.4919","74.9552","1.85%"
"Feb 19, 2016","76.9937","76.4278","77.8704","76.0642","0.74%"
"Feb 20, 2016","77.0453","76.9937","77.2625","76.5269","0.07%"
"Feb 22, 2016","75.3462","77.0453","77.0453","74.9729","-2.21%"
"Feb 24, 2016","75.7421","75.3462","77.5512","75.3462","0.53%"
"Feb 25, 2016","75.3641","75.7421","76.6408","75.1921","-0.50%"
"Feb 26, 2016","76.1883","75.3641","76.4086","74.5206","1.09%"
"Feb 29, 2016","75.1682","76.1883","76.2819","74.8940","-1.34%"
"Mar 01, 2016","73.3731","75.1682","75.1682","73.1891","-2.39%"
"Mar 02, 2016","73.0278","73.3731","74.2113","73.0229","-0.47%"
"Mar 03, 2016","73.1620","73.0278","74.0648","72.9079","0.18%"
"Mar 04, 2016","72.0326","73.1620","73.4294","71.7577","-1.54%"
"Mar 07, 2016","71.4779","72.0326","72.2449","71.1390","-0.77%"
"Mar 09, 2016","71.1102","71.4779","72.6582","70.7696","-0.51%"
"Mar 10, 2016","71.4291","71.1102","71.8797","69.9767","0.45%"
"Mar 11, 2016","69.9192","71.4291","71.4550","69.4782","-2.11%"
"Mar 14, 2016","69.9772","69.9192","70.9539","69.6951","0.08%"
"Mar 15, 2016","71.0474","69.9772","71.3575","69.9600","1.53%"
"Mar 16, 2016","69.1734","71.0474","71.2303","69.1299","-2.64%"
"Mar 17, 2016","68.0758","69.1734","69.1734","67.9606","-1.59%"
"Mar 18, 2016","68.3703","68.0758","68.7043","67.3026","0.43%"
"Mar 21, 2016","67.8348","68.3703","69.1166","67.5203","-0.78%"
"Mar 22, 2016","67.4914","67.8348","68.2374","67.2028","-0.51%"
"Mar 23, 2016","68.7234","67.4914","68.7516","67.4486","1.83%"
"Mar 24, 2016","68.5601","68.7234","69.6384","68.2878","-0.24%"
"Mar 25, 2016","68.4470","68.5601","68.6763","67.8344","-0.16%"
"Mar 28, 2016","68.5128","68.4470","68.6343","67.6303","0.10%"
"Mar 29, 2016","68.0899","68.5128","69.2061","67.9979","-0.62%"
"Mar 30, 2016","68.2440","68.0899","68.3549","67.2004","0.23%"
"Mar 31, 2016","67.0288","68.2440","68.2440","66.7170","-1.78%"
"Apr 01, 2016","67.5855","67.0288","68.3415","66.9732","0.83%"
"Apr 04, 2016","68.7464","67.5855","68.8977","67.5855","1.72%"
"Apr 05, 2016","68.5667","68.7464","69.4728","68.5532","-0.26%"
"Apr 06, 2016","67.6066","68.5667","68.8383","67.5494","-1.40%"
"Apr 07, 2016","67.9942","67.6066","68.3897","67.5926","0.57%"
"Apr 08, 2016","67.1262","67.9942","68.0280","66.9380","-1.28%"
"Apr 11, 2016","66.7928","67.1262","67.3458","66.4431","-0.50%"
"Apr 12, 2016","65.7183","66.7928","66.7934","65.1861","-1.61%"
"Apr 13, 2016","66.2975","65.7183","66.3498","65.2662","0.88%"
"Apr 14, 2016","66.1361","66.2975","66.6288","65.7911","-0.24%"
"Apr 15, 2016","66.4050","66.1361","66.6195","65.8905","0.41%"
"Apr 18, 2016","66.0847","66.4050","68.7618","66.0639","-0.48%"
"Apr 19, 2016","65.8547","66.0847","66.2667","65.4436","-0.35%"
"Apr 20, 2016","65.1893","65.8547","66.4550","65.1306","-1.01%"
"Apr 21, 2016","66.8337","65.1893","66.9278","64.6590","2.52%"
"Apr 22, 2016","66.4792","66.8337","66.8415","65.5662","-0.53%"
"Apr 25, 2016","66.5674","66.4792","66.8296","65.9043","0.13%"
"Apr 26, 2016","65.1825","66.5674","66.6394","65.1825","-2.08%"
"Apr 27, 2016","65.1325","65.1825","65.9594","64.9900","-0.08%"
"Apr 28, 2016","64.7010","65.1325","65.3006","64.1955","-0.66%"
"Apr 29, 2016","64.6542","64.7010","64.8679","64.0046","-0.07%"
"May 04, 2016","66.5318","64.6542","66.7081","64.6300","2.90%"
"May 05, 2016","65.8616","66.5318","66.5320","65.2283","-1.01%"
"May 06, 2016","65.9470","65.8616","66.5885","65.5606","0.13%"
"May 10, 2016","66.2856","65.9470","66.6454","65.9448","0.51%"
"May 11, 2016","64.9921","66.2856","66.3617","64.9149","-1.95%"
"May 12, 2016","64.8982","64.9921","65.5186","64.5847","-0.14%"
"May 13, 2016","65.4546","64.8982","65.5521","64.7570","0.86%"
"May 16, 2016","64.8914","65.4546","65.4800","64.6168","-0.86%"
"May 17, 2016","64.7376","64.8914","65.0594","64.4075","-0.24%"
"May 18, 2016","65.9901","64.7376","66.0711","64.7376","1.93%"
"May 19, 2016","66.7790","65.9901","67.3038","65.9901","1.20%"
"May 20, 2016","66.7833","66.7790","66.9421","66.2872","0.01%"
"May 23, 2016","66.8260","66.7833","67.2054","66.7605","0.06%"
"May 24, 2016","66.1799","66.8260","67.1144","66.1112","-0.97%"
"May 25, 2016","65.4961","66.1799","66.1840","65.3586","-1.03%"
"May 26, 2016","65.8146","65.4961","65.8657","65.0460","0.49%"
"May 27, 2016","66.1168","65.8146","66.3914","65.8031","0.46%"
"May 30, 2016","65.7944","66.1168","66.2034","65.6265","-0.49%"
"May 31, 2016","66.6968","65.7944","66.9379","65.7770","1.37%"
"Jun 01, 2016","67.1015","66.6968","67.3133","66.5300","0.61%"
"Jun 02, 2016","66.9720","67.1015","67.6776","66.6290","-0.19%"
"Jun 03, 2016","65.6149","66.9720","67.1550","65.6119","-2.03%"
"Jun 06, 2016","65.2693","65.6149","65.9693","65.1336","-0.53%"
"Jun 07, 2016","64.6133","65.2693","65.4205","64.5308","-1.01%"
"Jun 08, 2016","63.6131","64.6133","64.7897","63.5140","-1.55%"
"Jun 09, 2016","64.3363","63.6131","64.4698","63.4277","1.14%"
"Jun 10, 2016","65.2705","64.3363","65.3745","64.1587","1.45%"
"Jun 14, 2016","66.1385","65.2705","66.2955","65.2705","1.33%"
"Jun 15, 2016","65.5585","66.1385","66.1410","65.1129","-0.88%"
"Jun 16, 2016","65.7658","65.5585","66.0775","65.3638","0.32%"
"Jun 17, 2016","64.8461","65.7658","65.7800","64.7083","-1.40%"
"Jun 20, 2016","64.2835","64.8461","64.8500","63.7788","-0.87%"
"Jun 21, 2016","63.7824","64.2835","64.4552","63.7611","-0.78%"
"Jun 22, 2016","64.8807","63.7824","65.1308","63.5336","1.72%"
"Jun 23, 2016","63.8300","64.8807","64.8900","63.7707","-1.62%"
"Jun 24, 2016","65.2733","63.8300","65.8080","63.8300","2.26%"
"Jun 27, 2016","65.4441","65.2733","65.6438","64.8356","0.26%"
"Jun 28, 2016","64.0780","65.4441","65.4441","64.0064","-2.09%"
"Jun 29, 2016","63.8232","64.0780","64.4664","63.6200","-0.40%"
"Jun 30, 2016","63.9731","63.8232","64.4104","63.7557","0.23%"
"Jul 01, 2016","63.8040","63.9731","64.2542","63.8027","-0.26%"
"Jul 04, 2016","63.9291","63.8040","63.9993","63.5498","0.20%"
"Jul 05, 2016","64.3284","63.9291","64.6633","63.9291","0.62%"
"Jul 06, 2016","64.2031","64.3284","64.8014","64.1872","-0.19%"
"Jul 07, 2016","64.5625","64.2031","64.7475","63.7443","0.56%"
"Jul 08, 2016","63.9669","64.5625","64.5625","63.7397","-0.92%"
"Jul 11, 2016","64.1963","63.9669","64.3004","63.9669","0.36%"
"Jul 12, 2016","63.8928","64.1963","64.2007","63.7366","-0.47%"
"Jul 13, 2016","63.8403","63.8928","64.0560","63.6929","-0.08%"
"Jul 14, 2016","62.8268","63.8403","63.8500","62.7597","-1.59%"
"Jul 15, 2016","63.5079","62.8268","63.5083","62.8268","1.08%"
